locus	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_29vs37	CF39 padj_29vs37	gene	product	locusNumber
PROKKA_05450_sense	0.581321431522197	0.00615835431479577	NA	NA	cbrB	"two-component response regulator CbrB"	PROKKA_05450
PROKKA_05451_sense	0.841797646817804	0.00787007600422309	NA	NA	n/a	"P36"	PROKKA_05451
PROKKA_05452_antis	-0.695711331804232	0.0260353808909499	NA	NA	n/a	"CrcZ"	PROKKA_05452
PROKKA_05452_sense	0.706369890544105	0.000236996480636542	NA	NA	n/a	"CrcZ"	PROKKA_05452
PROKKA_05455_igtop	-0.684433994391119	0.0210982066753494	NA	NA	panB_2	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	PROKKA_05455
PROKKA_05457_igtop	-0.562392816767778	0.0343325761272403	NA	NA	panD	"aspartate 1-decarboxylase precursor"	PROKKA_05457
PROKKA_05458_sense	-0.836939257035793	0.00126754628400728	NA	NA	pgi	"glucose-6-phosphate isomerase"	PROKKA_05458
PROKKA_05465_sense	0.877496055194581	0.0027501237177276	NA	NA	n/a	"transport-associated"	PROKKA_05465
PROKKA_05466_sense	-0.943187782623806	8.80570876417265e-11	-0.690352880049007	0.000164303599340263	pnp	"polyribonucleotide nucleotidyltransferase"	PROKKA_05466
PROKKA_05467_sense	0.646849912137754	0.000247723545167623	NA	NA	rpsO	"30S ribosomal protein S15"	PROKKA_05467
PROKKA_05468_sense	0.868986848936665	9.5412955271787e-06	NA	NA	n/a	"S15"	PROKKA_05468
PROKKA_05469_igbot	NA	NA	-0.833649151163875	0.0222099396250071	truB	"tRNA pseudouridine 55 synthase"	PROKKA_05469
PROKKA_05469_sense	-0.522606129460057	0.00339221119454256	-0.679617347200104	0.00104245093354574	truB	"tRNA pseudouridine 55 synthase"	PROKKA_05469
PROKKA_05471_sense	-0.666861967886943	2.81609636738727e-05	-0.678872986200284	0.00013589520107891	infB	"translation initiation factor IF-2"	PROKKA_05471
PROKKA_05472_antis	-1.80761085917536	0.0316408821725072	NA	NA	nusA	"N utilization substance protein A"	PROKKA_05472
PROKKA_05472_sense	-0.411761592807437	0.0111064483774636	-0.423714324337747	0.0332330392619481	nusA	"N utilization substance protein A"	PROKKA_05472
PROKKA_05473_igbot	-0.6420351599743	0.00421108779712054	NA	NA	n/a	"ribosome maturation factor rimP"	PROKKA_05473
PROKKA_05474_sense	-0.632516319481021	0.0378663819799606	-0.886451428319576	0.0101065019304208	n/a	"tRNA-Met"	PROKKA_05474
PROKKA_05475_sense	-0.660542204975559	0.00796458372477175	NA	NA	n/a	"tRNA-Leu"	PROKKA_05475
PROKKA_05476_igbot	-0.388451605669261	0.0347675052139273	NA	NA	tpiA	"triosephosphate isomerase"	PROKKA_05476
PROKKA_05476_igtop	-1.47456776154172	0.0425590359307609	NA	NA	tpiA	"triosephosphate isomerase"	PROKKA_05476
PROKKA_05476_sense	-0.431923199582945	0.00901253414921591	NA	NA	tpiA	"triosephosphate isomerase"	PROKKA_05476
PROKKA_05480_igbot	-0.679593878737544	0.00727328703705046	NA	NA	ftsJ	"cell division protein FtsJ"	PROKKA_05480
PROKKA_05481_igtop	NA	NA	1.03564497067421	7.04807393404762e-05	n/a	"putative RNA-binding protein"	PROKKA_05481
PROKKA_05494_antis	1.23058813388246	1.81261635044342e-06	1.62631596056502	1.77292745418343e-09	omlA	"Outer membrane lipoprotein OmlA precursor"	PROKKA_05494
PROKKA_05494_igbot	0.70560163055253	0.0112491884395563	1.27470859888316	1.02989477687387e-06	omlA	"Outer membrane lipoprotein OmlA precursor"	PROKKA_05494
PROKKA_05494_igtop	-0.547460289945611	0.0217664482504342	NA	NA	omlA	"Outer membrane lipoprotein OmlA precursor"	PROKKA_05494
PROKKA_05497_igbot	0.687479467865003	0.00798785503677662	NA	NA	smpB	"SmpB protein"	PROKKA_05497
PROKKA_05507_igtop	-1.03697221368235	0.00286023413263136	NA	NA	cueR_7	"CueR"	PROKKA_05507
PROKKA_05510_sense	-1.1632673564299	0.00805676287259922	NA	NA	n/a	"putative serine/threonine protein kinase"	PROKKA_05510
PROKKA_05532_sense	-1.30577793128384	0.03608571734643	NA	NA	n/a	"tRNA-Sec"	PROKKA_05532
PROKKA_05542_sense	NA	NA	-1.08543441762465	0.0417010808134704	n/a	"assimilatory nitrate reductase"	PROKKA_05542
PROKKA_05566_sense	2.31093335673524	0.00523503194804076	NA	NA	bdhA_11	"3-hydroxybutyrate dehydrogenase"	PROKKA_05566
PROKKA_05577_antis	NA	NA	0.914117488305599	0.0204526477745245	n/a	"hypothetical protein"	PROKKA_05577
PROKKA_05631_sense	4.20234245986495	0.000103564176039903	2.79146678024928	0.00477540800623048	femI_4	"ECF sigma factor FemI"	PROKKA_05631
PROKKA_05632_igtop	2.69263178509102	0.00798785503677662	4.027000208434	0.0040300415832937	hasR_4	"Heme uptake outer membrane receptor HasR precursor"	PROKKA_05632
PROKKA_05632_sense	1.61095992907258	0.0055355139920715	1.30057515504466	0.0401620230067971	hasR_4	"Heme uptake outer membrane receptor HasR precursor"	PROKKA_05632
PROKKA_05659_igbot	-0.750825988473306	0.0247292956943333	NA	NA	n/a	"putative lysine decarboxylase"	PROKKA_05659
PROKKA_05667_sense	-1.00249208086541	3.91435042227805e-06	-0.650083164593715	0.0265115052829615	dnaB_3	"replicative DNA helicase"	PROKKA_05667
PROKKA_05668_igbot	-0.745695806024475	0.00148683696189475	-0.658135689707933	0.0345514351122389	rplI	"50S ribosomal protein L9"	PROKKA_05668
PROKKA_05668_sense	-0.887768796125655	5.88898968274479e-08	-0.644617646951164	0.00780013181397531	rplI	"50S ribosomal protein L9"	PROKKA_05668
PROKKA_05669_igbot	-0.710564299982665	0.00178671071476982	NA	NA	n/a	"membrane protein"	PROKKA_05669
PROKKA_05669_sense	-0.73775891741714	8.1626835718229e-06	NA	NA	n/a	"membrane protein"	PROKKA_05669
PROKKA_05670_antis	-1.40759711046415	0.0468612037405114	NA	NA	rpsR	"30S ribosomal protein S18"	PROKKA_05670
PROKKA_05670_igbot	-0.936880570513231	2.65321504269146e-06	-1.06538241745103	5.49068875245147e-06	rpsR	"30S ribosomal protein S18"	PROKKA_05670
PROKKA_05670_sense	-0.45998098736444	0.0146342509401928	-0.579266041530612	0.00223732991814679	rpsR	"30S ribosomal protein S18"	PROKKA_05670
PROKKA_05671_igbot	NA	NA	-1.17578224666615	0.0100500206734606	rpsF	"30S ribosomal protein S6"	PROKKA_05671
PROKKA_05671_sense	-0.404748529857132	0.026414880395339	-0.494779804285847	0.0214597681381571	rpsF	"30S ribosomal protein S6"	PROKKA_05671
PROKKA_05672_sense	-0.919776528636718	0.0133396468695901	NA	NA	n/a	"putative rRNA methylase"	PROKKA_05672
PROKKA_05673_sense	-0.571804576449263	0.000808453555667024	NA	NA	rnr	"exoribonuclease RNase R"	PROKKA_05673
PROKKA_05674_sense	0.956625536385084	1.49813000354698e-06	0.661761377529981	0.0462393804604249	n/a	"tRNA-Ser"	PROKKA_05674
PROKKA_05675_igtop	0.887665109234461	0.000369933267567179	NA	NA	n/a	"tRNA-Ser"	PROKKA_05675
PROKKA_05676_sense	-0.616145929170142	0.000676233877096116	-0.603614336088775	0.0137356722470149	purA	"adenylosuccinate synthetase"	PROKKA_05676
PROKKA_05681_igbot	NA	NA	-0.839585264355371	0.00100502109613465	n/a	"putative GTP-binding protein"	PROKKA_05681
PROKKA_05681_sense	-0.447809010746842	0.0301491848826991	NA	NA	n/a	"putative GTP-binding protein"	PROKKA_05681
PROKKA_05682_antis	-1.45906174011385	0.00986514717886267	NA	NA	hfq	"Hfq"	PROKKA_05682
PROKKA_05683_antis	-1.3710400457581	0.00558718068443738	NA	NA	miaA	"delta 2-isopentenylpyrophosphate transferase"	PROKKA_05683
PROKKA_05697_igtop	-0.788000186819484	0.0256946243201265	NA	NA	fimX	"FimX"	PROKKA_05697
PROKKA_05705_sense	NA	NA	-0.593218492516704	0.0411224474584745	parE	"topoisomerase IV subunit B"	PROKKA_05705
PROKKA_05712_igbot	-0.534102238671275	0.0352990175669121	NA	NA	aprF_3	"Alkaline protease secretion outer membrane protein AprF precursor"	PROKKA_05712
PROKKA_05718_sense	2.51691784948577	0.0173577129707787	NA	NA	faoA_16	"fatty-acid oxidation complex alpha-subunit"	PROKKA_05718
PROKKA_05732_sense	-1.55541503522594	0.0482366071051576	NA	NA	n/a	"cation transport ATPase"	PROKKA_05732
PROKKA_05753_sense	NA	NA	0.625373958414277	0.0232311096702169	glnE	"glutamate-ammonia-ligase adenylyltransferase"	PROKKA_05753
PROKKA_05754_sense	NA	NA	-0.43434848633498	0.0432211592034178	aceE	"pyruvate dehydrogenase"	PROKKA_05754
PROKKA_05755_sense	NA	NA	-0.665442514864357	0.00145152785280013	aceF	"dihydrolipoamide acetyltransferase"	PROKKA_05755
PROKKA_05756_igtop	-1.43349013726763	0.020392853237721	NA	NA	morA_9	"motility regulator"	PROKKA_05756
PROKKA_05774_sense	-0.62729611264732	0.015502642123194	-0.661917026334865	0.0393712921270834	gltD_2	"glutamate synthase small chain"	PROKKA_05774
PROKKA_05787_igbot	0.730971530218161	0.0175010448176039	NA	NA	n/a	"putative protease"	PROKKA_05787
PROKKA_05790_sense	-0.94224899810556	0.0299825442034493	NA	NA	priA	"primosomal protein N'"	PROKKA_05790
PROKKA_05798_igtop	2.12852800519877	0.0461255828371746	NA	NA	phaC2	"poly(3-hydroxyalkanoic acid) synthase 2"	PROKKA_05798
PROKKA_05803_sense	-0.637810773396696	0.0268458863276181	NA	NA	ubiE_3	"ubiquinone biosynthesis methyltransferase UbiE"	PROKKA_05803
PROKKA_05806_sense	-0.571851515437707	0.0163796651854963	NA	NA	hisI	"phosphoribosyl-AMP cyclohydrolase"	PROKKA_05806
PROKKA_05813_sense	-0.895566505737946	0.00567847088393588	NA	NA	n/a	"hypothetical protein"	PROKKA_05813
PROKKA_05814_sense	-0.729816248424293	0.0320358828229013	NA	NA	n/a	"amino acid ABC transporter ATP binding protein"	PROKKA_05814
PROKKA_05815_sense	-0.647677017915387	0.0218726101051496	NA	NA	n/a	"amino acid ABC transporter membrane protein"	PROKKA_05815
PROKKA_05816_sense	-0.678721020665067	3.60901461475155e-05	-0.746609669288803	0.000484192839995268	aotJ_5	"arginine/ornithine binding protein AotJ"	PROKKA_05816
PROKKA_05817_igbot	-0.509330118353096	0.0235003471875448	NA	NA	mdoH	"periplasmic glucans biosynthesis protein MdoH"	PROKKA_05817
PROKKA_05818_sense	NA	NA	-0.485077953853047	0.0269296528804236	mdoD	"glucan biosynthesis protein D"	PROKKA_05818
PROKKA_05828_sense	-0.547373445607921	0.0224709269074503	NA	NA	n/a	"hypothetical protein"	PROKKA_05828
PROKKA_05849_sense	-0.48174615109486	0.0108462595528752	NA	NA	fbp	"fructose-1-6-bisphosphatase"	PROKKA_05849
PROKKA_05852_igbot	NA	NA	-0.688886351174293	0.0262737599929579	n/a	"hypothetical protein"	PROKKA_05852
PROKKA_05856_sense	-0.812516926266129	1.99820408116385e-05	-0.57079474296008	0.0301788108332092	typA	"regulatory protein TypA"	PROKKA_05856
PROKKA_05857_igbot	-0.57629752221775	0.040724870374835	NA	NA	thiI	"thiazole biosynthesis protein ThiI"	PROKKA_05857
PROKKA_05866_antis	-1.58642360399683	0.026414880395339	NA	NA	n/a	"putative rRNA methylase"	PROKKA_05866
PROKKA_05867_sense	-0.936903591803427	5.60620218535725e-08	NA	NA	secB	"secretion protein SecB"	PROKKA_05867
PROKKA_05868_sense	-0.746686820558289	0.000215510429725991	-1.08593608490937	3.16210833480843e-06	grx_2	"glutaredoxin"	PROKKA_05868
PROKKA_05885_igtop	-2.12443119363037	1.24264825088917e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_05885
PROKKA_05893_sense	-1.39582120275069	0.0281809903511579	NA	NA	n/a	"hypothetical protein"	PROKKA_05893
PROKKA_05894_igtop	NA	NA	0.73498091731556	0.00235483555881759	aotP_2	"arginine/ornithine transport protein AotP"	PROKKA_05894
PROKKA_05899_igbot	0.876321029809037	0.0417238722109642	NA	NA	mexR_2	"multidrug resistance operon repressor MexR"	PROKKA_05899
PROKKA_05899_igtop	0.832407744748975	0.0427230656707044	1.0347771423275	0.0165034099683191	mexR_2	"multidrug resistance operon repressor MexR"	PROKKA_05899
PROKKA_05906_sense	-0.736595013034349	0.000405317361373628	-0.585684584990411	0.0283730070851123	rmlA_2	"glucose-1-phosphate thymidylyltransferase"	PROKKA_05906
PROKKA_05907_sense	NA	NA	-0.66353856667986	0.0483274671120105	rmlC	"dTDP-4-dehydrorhamnose 3-5-epimerase"	PROKKA_05907
PROKKA_05913_igbot	0.76056138017917	0.000145923113707426	NA	NA	arcD_3	"arginine/ornithine antiporter"	PROKKA_05913
PROKKA_05913_sense	NA	NA	-1.7950196854513	0.0107685755086782	arcD_3	"arginine/ornithine antiporter"	PROKKA_05913
PROKKA_05914_sense	NA	NA	-1.62918947385169	0.000248536056336233	arcA	"arginine deiminase"	PROKKA_05914
PROKKA_05915_sense	NA	NA	-1.84084972577415	0.0401620230067971	arcB	"ornithine carbamoyltransferase catabolic"	PROKKA_05915
PROKKA_05916_sense	NA	NA	-1.79212820936706	0.00436521361445294	arcC	"carbamate kinase"	PROKKA_05916
PROKKA_05928_igbot	0.686334741985927	0.0214202355618191	NA	NA	n/a	"chorismate mutase"	PROKKA_05928
PROKKA_05935_igbot	1.47170933212174	4.80669538121562e-07	1.09349210946799	0.000783238923172057	n/a	"hypothetical protein"	PROKKA_05935
PROKKA_05936_sense	-0.345880050113966	0.0478201857325777	NA	NA	pckA	"phosphoenolpyruvate carboxykinase"	PROKKA_05936
PROKKA_05938_igbot	0.718146140783041	0.000399708009068799	NA	NA	n/a	"PA-phosphatase-like phosphoesterase"	PROKKA_05938
PROKKA_05938_igtop	-1.15815644549877	0.00228350503381255	NA	NA	n/a	"PA-phosphatase-like phosphoesterase"	PROKKA_05938
PROKKA_05953_sense	-0.794394000870025	0.0365700659061923	NA	NA	n/a	"putative adenylate cyclase"	PROKKA_05953
PROKKA_05970_igtop	0.51147145460209	0.00395289877359991	NA	NA	n/a	"chromosome segregation ATPase"	PROKKA_05970
PROKKA_05972_sense	2.01662850197035	1.55633079239209e-44	0.825084752923896	0.000174277470756071	n/a	"6S"	PROKKA_05972
PROKKA_05974_igbot	NA	NA	2.10352049608986	0.0283730070851123	n/a	"hypothetical protein"	PROKKA_05974
PROKKA_05974_sense	0.626371716018851	0.00493047860287386	1.04219745046328	4.15952290948017e-05	n/a	"hypothetical protein"	PROKKA_05974
PROKKA_05975_igbot	1.41067382975912	4.72354427004705e-13	0.926203513954706	0.000291213185967732	n/a	"EVE domain protein"	PROKKA_05975
PROKKA_05985_sense	-0.697422794272178	6.66961810183622e-06	-0.45125834474666	0.034087556936647	rho	"hypothetical protein"	PROKKA_05985
PROKKA_05986_igbot	-0.886545118368884	0.00204759388996129	NA	NA	n/a	"Pseudomon-Rho"	PROKKA_05986
PROKKA_05987_sense	-0.508660762130263	0.0261263290044458	NA	NA	trxA_3	"thioredoxin"	PROKKA_05987
PROKKA_05988_sense	-0.676049695661851	0.00726906463302819	NA	NA	ppx	"exopolyphosphatase"	PROKKA_05988
PROKKA_05989_sense	0.439029829753388	0.0358191091903416	NA	NA	ppk	"polyphosphate kinase"	PROKKA_05989
PROKKA_05991_igtop	-1.44352126495323	0.0238984911479818	NA	NA	n/a	"putative membrane-associated protein"	PROKKA_05991
PROKKA_05991_sense	-1.00536855930118	0.00482996529852414	NA	NA	n/a	"putative membrane-associated protein"	PROKKA_05991
PROKKA_06001_sense	-0.457583692100446	0.0235456500695571	NA	NA	algP	"alginate regulatory protein AlgP"	PROKKA_06001
PROKKA_06011_sense	-0.496489619366638	0.0426917036569643	-0.629109981898365	0.0161135673263844	argH	"argininosuccinate lyase"	PROKKA_06011
PROKKA_06013_igbot	0.608181019501058	0.00176951479430634	NA	NA	n/a	"hypothetical protein"	PROKKA_06013
PROKKA_06013_igtop	0.773711394097516	2.85407946384668e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_06013
PROKKA_06016_igtop	0.951006616431889	0.0250653841879769	1.00160799266657	0.04362077144957	corA	"magnesium/cobalt transport protein"	PROKKA_06016
PROKKA_06016_sense	-0.93963870030057	0.000118253931507269	NA	NA	corA	"magnesium/cobalt transport protein"	PROKKA_06016
PROKKA_06018_sense	-0.996254304934772	0.0480095596438096	NA	NA	n/a	"putative ABC-type amino acid transporter"	PROKKA_06018
PROKKA_06022_sense	-0.797043143941022	0.0212928948592394	NA	NA	rnk	"nucleoside diphosphate kinase regulator"	PROKKA_06022
PROKKA_06034_sense	1.7462832163095	5.37728491380886e-31	1.04994140069399	1.1257967350726e-07	n/a	"hypothetical protein"	PROKKA_06034
PROKKA_06035_igbot	0.864069058397666	0.000238931630432049	NA	NA	n/a	"secondary thiamine-phosphate synthase enzyme"	PROKKA_06035
PROKKA_06035_sense	0.606165014784626	0.00383761269894376	NA	NA	n/a	"secondary thiamine-phosphate synthase enzyme"	PROKKA_06035
PROKKA_06037_igbot	NA	NA	-1.15156391369074	3.46952668375552e-06	glnK	"nitrogen regulatory protein P-II 2"	PROKKA_06037
PROKKA_06040_sense	-1.35005878956229	5.00261365587904e-05	NA	NA	betT1_2	"choline transporter BetT"	PROKKA_06040
PROKKA_06047_igtop	0.60108407375909	0.00476018068510516	NA	NA	n/a	"xanthine phosphoribosyltransferase"	PROKKA_06047
PROKKA_06061_sense	-0.556641469172735	0.0108356236938421	-0.586570334435635	0.0343861013802719	pauC_5	"Aldehyde dehydrogenase"	PROKKA_06061
PROKKA_06062_sense	-1.3010283501204	0.0275122997919363	NA	NA	gabT2	"Transaminase"	PROKKA_06062
PROKKA_06064_igbot	-0.855690312387359	0.0104447840313093	NA	NA	rpmG	"50S ribosomal protein L33"	PROKKA_06064
PROKKA_06065_antis	-0.786320792581473	0.0167850569835507	NA	NA	rpmB	"50S ribosomal protein L28"	PROKKA_06065
PROKKA_06065_igbot	0.432581184131882	0.0317939115293792	NA	NA	rpmB	"50S ribosomal protein L28"	PROKKA_06065
PROKKA_06065_sense	0.563042081455274	0.0010058697051517	NA	NA	rpmB	"50S ribosomal protein L28"	PROKKA_06065
PROKKA_06066_igbot	1.04678234577833	7.94365971303994e-12	0.684262268317864	0.0104640839706719	n/a	"putative binding protein component of ABC dipeptide transporter"	PROKKA_06066
PROKKA_06071_sense	-0.521733223581935	0.00701749592087258	-0.501902195986426	0.0324495786607063	algC	"phosphomannomutase AlgC"	PROKKA_06071
PROKKA_06072_sense	-0.53395982817675	0.0192623255920608	NA	NA	argB	"acetylglutamate kinase"	PROKKA_06072
PROKKA_06081_igtop	-0.587219318743184	0.0237785968407203	NA	NA	crc	"catabolite repression control protein"	PROKKA_06081
PROKKA_06085_sense	-0.693884279435476	0.0101182574786938	NA	NA	gmk_2	"guanylate kinase"	PROKKA_06085
PROKKA_06097_sense	-0.610199339378314	0.00442431088205708	NA	NA	hupB_3	"DNA-binding protein HU"	PROKKA_06097
PROKKA_06098_igbot	-0.580116474401336	0.0440849798609467	NA	NA	nirB_2	"assimilatory nitrite reductase large subunit"	PROKKA_06098
PROKKA_06098_sense	-0.752932323642093	0.0227047396778535	NA	NA	nirB_2	"assimilatory nitrite reductase large subunit"	PROKKA_06098
PROKKA_06099_sense	NA	NA	-0.595542626065845	0.0462122237834831	rubA2	"Rubredoxin 2"	PROKKA_06099
PROKKA_06111_igtop	-1.21178139848	0.0468612037405114	NA	NA	n/a	"putative metal ion transporter"	PROKKA_06111
PROKKA_06117_sense	-0.729670970648771	0.0342597304491851	NA	NA	pstC	"membrane protein component of ABC phosphate transporter"	PROKKA_06117
PROKKA_06119_igbot	-1.16304469434413	0.0252470432524379	NA	NA	n/a	"5S ribosomal RNA"	PROKKA_06119
PROKKA_06133_sense	1.73111808790521	0.00687396321142124	1.929844121868	0.0102745409852891	sdaB	"L-serine dehydratase"	PROKKA_06133
PROKKA_06134_igtop	-0.895343086446279	0.00233286321804578	NA	NA	gbdR_7	"GbdR"	PROKKA_06134
PROKKA_06157_sense	NA	NA	0.601395070669455	0.0136189748043327	n/a	"hypothetical protein"	PROKKA_06157
PROKKA_06161_igtop	-0.614127660416392	0.0449442442217484	NA	NA	n/a	"hypothetical protein"	PROKKA_06161
PROKKA_06161_sense	-0.762997413521079	0.00377079680355096	NA	NA	n/a	"hypothetical protein"	PROKKA_06161
PROKKA_06168_sense	1.03689744956137	0.0261332280418338	NA	NA	n/a	"hypothetical protein"	PROKKA_06168
PROKKA_06183_igbot	-1.22574112679843	0.000102007684671798	-1.00479776333307	0.00746890699703172	adhA_3	"alcohol dehydrogenase"	PROKKA_06183
PROKKA_06185_sense	0.704871240160848	3.28874432797456e-05	0.660912304404322	0.00104200039443372	aspA	"aspartate ammonia-lyase"	PROKKA_06185
PROKKA_06193_igtop	-0.858674951775884	0.00543318946083774	NA	NA	dhcR_10	"DhcR transcriptional regulator"	PROKKA_06193
PROKKA_06193_sense	-1.60594324040724	2.25798518141543e-06	NA	NA	dhcR_10	"DhcR transcriptional regulator"	PROKKA_06193
PROKKA_06244_sense	0.876076281429251	0.0311168353018346	NA	NA	n/a	"membrane protein"	PROKKA_06244
PROKKA_06247_igbot	1.17049638036982	0.00105883795657044	NA	NA	n/a	"lysozyme inhibitor"	PROKKA_06247
PROKKA_06255_sense	NA	NA	-0.606682638604089	0.0330761689492858	n/a	"putative hydrolase"	PROKKA_06255
PROKKA_06256_sense	-0.411703152326747	0.0336365601009638	-0.566789946731131	0.00650674126005192	dsbA	"thiol:disulfide interchange protein DsbA"	PROKKA_06256
PROKKA_06261_sense	-0.48650085848531	0.0255010924947558	NA	NA	polA	"DNA polymerase I"	PROKKA_06261
PROKKA_06266_igbot	0.854939562259819	0.00616272672712229	NA	NA	n/a	"putative adhesin"	PROKKA_06266
PROKKA_06288_sense	-0.718344751837928	0.0425590359307609	NA	NA	n/a	"putative acyl-CoA thioester hydrolase"	PROKKA_06288
PROKKA_06291_igbot	0.957373300713725	0.0126953052816896	NA	NA	pauA6	"Glutamylpolyamine synthetase"	PROKKA_06291
PROKKA_06297_sense	-0.667533316252123	0.0135413819616962	NA	NA	n/a	"import inner membrane translocase subunit Tim44"	PROKKA_06297
PROKKA_06299_sense	-0.600467983911088	0.00358372932021755	NA	NA	pcaT_5	"dicarboxylic acid transporter PcaT"	PROKKA_06299
PROKKA_06300_igbot	1.35920756115961	0.00172226807050091	1.01370386080994	0.0414010098257265	tonB1	"TonB1"	PROKKA_06300
PROKKA_06300_sense	1.42246183661841	0.0327136131072462	1.33246926790137	0.0470385830535777	tonB1	"TonB1"	PROKKA_06300
PROKKA_06302_antis	1.39293917158896	0.0413144220044164	NA	NA	n/a	"NADH:ubiquinone oxidoreductase 49 kD subunit 7"	PROKKA_06302
PROKKA_06302_igtop	-0.763194875185139	0.0247929818224016	NA	NA	n/a	"NADH:ubiquinone oxidoreductase 49 kD subunit 7"	PROKKA_06302
PROKKA_06310_sense	4.58877403579249	0.013294976852591	NA	NA	pyrQ	"dihydroorotase"	PROKKA_06310
PROKKA_06313_sense	-1.03480117565205	0.000377251641402826	NA	NA	dctM_4	"DctM"	PROKKA_06313
PROKKA_06323_antis	1.19939961259435	4.46747203850334e-05	0.97478500501176	0.00591254146773334	n/a	"2OG-Fe(II) oxygenase"	PROKKA_06323
PROKKA_06324_antis	0.620486436912357	0.00105450033854177	NA	NA	pyeM_7	"PyeM"	PROKKA_06324
PROKKA_06324_igbot	2.17769324523459	1.33798734706997e-07	1.44739565593013	0.00190470666646049	pyeM_7	"PyeM"	PROKKA_06324
PROKKA_06325_igbot	0.541941035230215	0.000282093599788794	NA	NA	mucD_2	"serine protease MucD precursor"	PROKKA_06325
PROKKA_06325_sense	0.573733619928899	0.0186188384863583	NA	NA	mucD_2	"serine protease MucD precursor"	PROKKA_06325
PROKKA_06332_igtop	-0.554672452717135	0.0110666769865026	NA	NA	n/a	"hypothetical protein"	PROKKA_06332
PROKKA_06333_sense	0.506909794393846	0.00836670439031147	NA	NA	n/a	"YfdX protein"	PROKKA_06333
PROKKA_06334_igbot	0.463560791749753	0.0344323089215384	NA	NA	n/a	"YfdX protein"	PROKKA_06334
PROKKA_06336_igbot	1.39225220037573	1.61785407919778e-14	1.02533687662962	1.22443650750173e-06	ftsH_3	"cell division protein FtsH"	PROKKA_06336
PROKKA_06340_igbot	0.725446659383453	0.0215253630943529	NA	NA	n/a	"putative helicase"	PROKKA_06340
PROKKA_06340_sense	1.22568550928574	1.67735903386514e-06	NA	NA	n/a	"putative helicase"	PROKKA_06340
PROKKA_06342_sense	0.469806519617809	0.026414880395339	NA	NA	n/a	"hypothetical protein"	PROKKA_06342
PROKKA_06345_sense	0.51853726392571	0.00991442609980148	NA	NA	n/a	"integrase core domain-containing protein"	PROKKA_06345
PROKKA_06347_sense	-0.975472425535528	8.03756421804185e-05	NA	NA	glmS_2	"glucosamine--fructose-6-phosphate aminotransferase"	PROKKA_06347
PROKKA_06348_igbot	-0.926150098229018	0.0167850569835507	-0.910166262911167	0.0433282373538941	glmR	"GlmR transcriptional regulator"	PROKKA_06348
PROKKA_06351_sense	NA	NA	-0.708480681359774	0.00377091628342771	atpC	"ATP synthase epsilon chain"	PROKKA_06351
PROKKA_06352_sense	-0.472567990103214	0.0052658396061553	-0.5292831092811	0.0135089086501207	atpD	"ATP synthase beta chain"	PROKKA_06352
PROKKA_06353_igbot	NA	NA	-0.796761600213745	0.00128140696037341	atpG	"ATP synthase gamma chain"	PROKKA_06353
PROKKA_06353_sense	-0.430627648936755	0.0331384608090557	NA	NA	atpG	"ATP synthase gamma chain"	PROKKA_06353
PROKKA_06354_antis	-1.70940584713295	0.015681685012837	NA	NA	atpA	"ATP synthase alpha chain"	PROKKA_06354
PROKKA_06354_igbot	NA	NA	-0.643870008971553	0.00305331540736853	atpA	"ATP synthase alpha chain"	PROKKA_06354
PROKKA_06354_sense	NA	NA	-0.492176737624177	0.00974385343848935	atpA	"ATP synthase alpha chain"	PROKKA_06354
PROKKA_06355_igbot	NA	NA	-0.769271246646725	0.00560623792933882	atpH	"ATP synthase delta chain"	PROKKA_06355
PROKKA_06355_sense	-0.341377923849738	0.047791774821086	-0.480792279697186	0.0221174421155038	atpH	"ATP synthase delta chain"	PROKKA_06355
PROKKA_06356_sense	-0.596665661148862	0.000315098022595434	-0.496498278884877	0.0165196864086884	atpF	"ATP synthase B chain"	PROKKA_06356
PROKKA_06357_antis	-1.94334144383033	3.83965814016922e-07	-1.32696335698605	0.0216580732768127	atpE	"atp synthase C chain"	PROKKA_06357
PROKKA_06357_igbot	-0.740089015379851	0.00297890545029756	NA	NA	atpE	"atp synthase C chain"	PROKKA_06357
PROKKA_06357_sense	-0.449195621909987	0.0432899520072964	NA	NA	atpE	"atp synthase C chain"	PROKKA_06357
PROKKA_06358_igbot	-0.548797310404096	0.0279760458775753	-0.543639446566697	0.0446153369889047	atpB	"ATP synthase A chain"	PROKKA_06358
PROKKA_06359_antis	-1.07741933410224	0.0468806136256816	NA	NA	atpI	"ATP synthase protein I"	PROKKA_06359
PROKKA_06360_sense	0.478643152745289	0.0292859564673123	NA	NA	spoOJ_1	"chromosome partitioning protein Spo0J"	PROKKA_06360
PROKKA_06367_antis	-2.04703551672778	0.00235305251607371	NA	NA	rnpA	"ribonuclease P protein component"	PROKKA_06367
PROKKA_06367_igbot	-0.73011258002879	0.000401702045227541	NA	NA	rnpA	"ribonuclease P protein component"	PROKKA_06367
PROKKA_06367_sense	-0.67122691875451	0.00757512633254255	NA	NA	rnpA	"ribonuclease P protein component"	PROKKA_06367
