locus	baseMean	log2FoldChange	Fold change	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_05494_antis	498.4277486	1.230588134	2.346626337	0.226356029	5.436515821	5.43E-08	1.81E-06	omlA	Outer membrane lipoprotein OmlA precursor	PROKKA_05494
PROKKA_05494_igbot	1058.079955	0.705601631	1.630824607	0.219240267	3.218394329	0.001289105	0.011249188	omlA	Outer membrane lipoprotein OmlA precursor	PROKKA_05494
PROKKA_05494_igtop	505.6226823	-0.54746029	-1.461510597	0.183847953	-2.977788333	0.002903364	0.021766448	omlA	Outer membrane lipoprotein OmlA precursor	PROKKA_05494
PROKKA_05497_igbot	239.2136519	0.687479468	1.610467412	0.206176429	3.334423197	0.000854765	0.007987855	smpB	SmpB protein	PROKKA_05497
PROKKA_05507_igtop	65.07743996	-1.036972214	-2.05191677	0.283225104	-3.661300496	0.000250938	0.002860234	cueR_7	CueR	PROKKA_05507
PROKKA_05510_sense	38.1579572	-1.163267356	-2.239640783	0.349217313	-3.33107012	0.000865128	0.008056763	n/a	putative serine/threonine protein kinase	PROKKA_05510
PROKKA_05532_sense	17.64190418	-1.305777931	-2.472169961	0.471258469	-2.770831756	0.005591331	0.036085717	n/a	tRNA-Sec	PROKKA_05532
PROKKA_05566_sense	10.20516907	2.310933357	4.962039971	0.665111321	3.474506122	0.000511795	0.005235032	bdhA_11	3-hydroxybutyrate dehydrogenase	PROKKA_05566
PROKKA_05631_sense	11.95659709	4.20234246	18.40903962	0.922988185	4.552975354	5.29E-06	0.000103564	femI_4	ECF sigma factor FemI	PROKKA_05631
PROKKA_05632_igtop	10.26712152	2.692631785	6.464916718	0.807584406	3.334180012	0.000855513	0.007987855	hasR_4	Heme uptake outer membrane receptor HasR precursor	PROKKA_05632
PROKKA_05632_sense	29.06683987	1.610959929	3.054550154	0.466214524	3.45540485	0.000549467	0.005535514	hasR_4	Heme uptake outer membrane receptor HasR precursor	PROKKA_05632
PROKKA_05659_igbot	81.73266618	-0.750825988	-1.682755986	0.256347376	-2.928939632	0.003401205	0.024729296	n/a	putative lysine decarboxylase	PROKKA_05659
PROKKA_05667_sense	187.090431	-1.002492081	-2.003457743	0.189974107	-5.276993244	1.31E-07	3.91E-06	dnaB_3	replicative DNA helicase	PROKKA_05667
PROKKA_05668_igbot	195.4954653	-0.745695806	-1.67678278	0.193631993	-3.851098132	0.000117589	0.001486837	rplI	50S ribosomal protein L9	PROKKA_05668
PROKKA_05668_sense	818.1550634	-0.887768796	-1.850312304	0.146287863	-6.068642882	1.29E-09	5.89E-08	rplI	50S ribosomal protein L9	PROKKA_05668
PROKKA_05669_igbot	212.3670547	-0.7105643	-1.636444075	0.186965229	-3.800515769	0.000144395	0.001786711	n/a	membrane protein	PROKKA_05669
PROKKA_05669_sense	3388.672273	-0.737758917	-1.667583402	0.14396674	-5.124509424	2.98E-07	8.16E-06	n/a	membrane protein	PROKKA_05669
PROKKA_05670_antis	19.98032877	-1.40759711	-2.65294931	0.529464611	-2.658529168	0.007848256	0.046861204	rpsR	30S ribosomal protein S18	PROKKA_05670
PROKKA_05670_igbot	304.2537824	-0.936880571	-1.914384433	0.174881532	-5.357229879	8.45E-08	2.65E-06	rpsR	30S ribosomal protein S18	PROKKA_05670
PROKKA_05670_sense	7687.305286	-0.459980987	-1.375523691	0.147195434	-3.124967776	0.001778245	0.014634251	rpsR	30S ribosomal protein S18	PROKKA_05670
PROKKA_05671_sense	8612.080504	-0.40474853	-1.323858134	0.139558864	-2.900199381	0.003729254	0.02641488	rpsF	30S ribosomal protein S6	PROKKA_05671
PROKKA_05672_sense	63.09808946	-0.919776529	-1.89182223	0.291306289	-3.157420772	0.001591715	0.013339647	n/a	putative rRNA methylase	PROKKA_05672
PROKKA_05673_sense	772.9487303	-0.571804576	-1.48638163	0.142247749	-4.019779451	5.83E-05	0.000808454	rnr	exoribonuclease RNase R	PROKKA_05673
PROKKA_05674_sense	46216.36001	0.956625536	1.940765132	0.174741407	5.474521198	4.39E-08	1.50E-06	n/a	tRNA-Ser	PROKKA_05674
PROKKA_05675_igtop	4666.347237	0.887665109	1.850179327	0.209562744	4.235796368	2.28E-05	0.000369933	n/a	tRNA-Ser	PROKKA_05675
PROKKA_05676_sense	648.7679043	-0.616145929	-1.532774993	0.151386719	-4.0700131	4.70E-05	0.000676234	purA	adenylosuccinate synthetase	PROKKA_05676
PROKKA_05681_sense	2188.987539	-0.447809011	-1.363967256	0.157378264	-2.845431132	0.004435135	0.030149185	n/a	putative GTP-binding protein	PROKKA_05681
PROKKA_05682_antis	23.17887517	-1.45906174	-2.749295045	0.446658725	-3.266614212	0.001088419	0.009865147	hfq	Hfq	PROKKA_05682
PROKKA_05683_antis	30.47852005	-1.371040046	-2.58656966	0.397177147	-3.451961065	0.000556528	0.005587181	miaA	delta 2-isopentenylpyrophosphate transferase	PROKKA_05683
PROKKA_05697_igtop	60.55742986	-0.788000187	-1.726679341	0.27059662	-2.912084369	0.003590256	0.025694624	fimX	FimX	PROKKA_05697
PROKKA_05712_igbot	217.6633986	-0.534102239	-1.448040786	0.19212719	-2.77994092	0.005436879	0.035299018	aprF_3	Alkaline protease secretion outer membrane protein AprF precursor	PROKKA_05712
PROKKA_05718_sense	7.086427421	2.516917849	5.723580156	0.821713841	3.063010166	0.002191226	0.017357713	faoA_16	fatty-acid oxidation complex alpha-subunit	PROKKA_05718
PROKKA_05732_sense	12.51403186	-1.555415035	-2.93918269	0.588315328	-2.643845847	0.008196998	0.048236607	n/a	cation transport ATPase	PROKKA_05732
PROKKA_05756_igtop	17.98699034	-1.433490137	-2.700993443	0.477178662	-3.004095216	0.002663719	0.020392853	morA_9	motility regulator	PROKKA_05756
PROKKA_05774_sense	146.8243052	-0.627296113	-1.544667276	0.202006445	-3.105327219	0.001900686	0.015502642	gltD_2	glutamate synthase small chain	PROKKA_05774
PROKKA_05787_igbot	88.86567112	0.73097153	1.659756418	0.238985824	3.058639708	0.002223444	0.017501045	n/a	putative protease	PROKKA_05787
PROKKA_05790_sense	39.54166814	-0.942248998	-1.921521339	0.330824015	-2.84818803	0.004396894	0.029982544	priA	primosomal protein N'	PROKKA_05790
PROKKA_05798_igtop	6.705008638	2.128528005	4.372711012	0.798433864	2.665878919	0.007678734	0.046125583	phaC2	poly(3-hydroxyalkanoic acid) synthase 2	PROKKA_05798
PROKKA_05803_sense	104.1460988	-0.637810773	-1.555966256	0.220449384	-2.893230005	0.00381302	0.026845886	ubiE_3	ubiquinone biosynthesis methyltransferase UbiE	PROKKA_05803
PROKKA_05806_sense	244.4424759	-0.571851515	-1.486429991	0.185299936	-3.086085871	0.002028102	0.016379665	hisI	phosphoribosyl-AMP cyclohydrolase	PROKKA_05806
PROKKA_05813_sense	66.87024912	-0.895566506	-1.860340245	0.259813362	-3.446960925	0.000566931	0.005678471	n/a	hypothetical protein	PROKKA_05813
PROKKA_05814_sense	66.81668589	-0.729816248	-1.658427849	0.258702977	-2.821058557	0.004786546	0.032035883	n/a	amino acid ABC transporter ATP binding protein	PROKKA_05814
PROKKA_05815_sense	105.753184	-0.647677018	-1.566643604	0.217650446	-2.975767015	0.002922568	0.02187261	n/a	amino acid ABC transporter membrane protein	PROKKA_05815
PROKKA_05816_sense	886.5930717	-0.678721021	-1.600720054	0.141563125	-4.79447611	1.63E-06	3.61E-05	aotJ_5	arginine/ornithine binding protein AotJ	PROKKA_05816
PROKKA_05817_igbot	303.5067056	-0.509330118	-1.423389125	0.172717308	-2.948923434	0.00318883	0.023500347	mdoH	periplasmic glucans biosynthesis protein MdoH	PROKKA_05817
PROKKA_05828_sense	360.5221566	-0.547373446	-1.461422623	0.184600954	-2.965171274	0.003025145	0.022470927	n/a	hypothetical protein	PROKKA_05828
PROKKA_05849_sense	588.142475	-0.481746151	-1.396432802	0.149054108	-3.232021968	0.001229176	0.01084626	fbp	fructose-1-6-bisphosphatase	PROKKA_05849
PROKKA_05856_sense	1378.477421	-0.812516926	-1.756272766	0.164811643	-4.929972842	8.22E-07	2.00E-05	typA	regulatory protein TypA	PROKKA_05856
PROKKA_05857_igbot	149.2588352	-0.576297522	-1.491017843	0.211736002	-2.721773895	0.006493255	0.04072487	thiI	thiazole biosynthesis protein ThiI	PROKKA_05857
PROKKA_05866_antis	14.09266737	-1.586423604	-3.003039818	0.547003118	-2.900209438	0.003729134	0.02641488	n/a	putative rRNA methylase	PROKKA_05866
PROKKA_05867_sense	1026.757484	-0.936903592	-1.914414981	0.1541406	-6.078240202	1.22E-09	5.61E-08	secB	secretion protein SecB	PROKKA_05867
PROKKA_05868_sense	798.063349	-0.746686821	-1.677934989	0.170813904	-4.371346837	1.23E-05	0.00021551	grx_2	glutaredoxin	PROKKA_05868
PROKKA_05885_igtop	32.45054445	-2.124431194	-4.360311467	0.422099729	-5.03300772	4.83E-07	1.24E-05	n/a	hypothetical protein	PROKKA_05885
PROKKA_05893_sense	17.78924194	-1.395821203	-2.631382915	0.485692261	-2.873879852	0.004054632	0.02818099	n/a	hypothetical protein	PROKKA_05893
PROKKA_05899_igbot	38.49171649	0.87632103	1.835688198	0.323231017	2.711129138	0.006705451	0.041723872	mexR_2	multidrug resistance operon repressor MexR	PROKKA_05899
PROKKA_05899_igtop	60.47162262	0.832407745	1.780654657	0.308561483	2.697704645	0.006981936	0.042723066	mexR_2	multidrug resistance operon repressor MexR	PROKKA_05899
PROKKA_05906_sense	218.8997996	-0.736595013	-1.66623861	0.174971663	-4.209796034	2.56E-05	0.000405317	rmlA_2	glucose-1-phosphate thymidylyltransferase	PROKKA_05906
PROKKA_05913_igbot	401.3146615	0.76056138	1.694149722	0.1701837	4.469061255	7.86E-06	0.000145923	arcD_3	arginine/ornithine antiporter	PROKKA_05913
PROKKA_05928_igbot	107.5234744	0.686334742	1.609190072	0.229995366	2.98412422	0.002843913	0.021420236	n/a	chorismate mutase	PROKKA_05928
PROKKA_05935_igbot	81.95392608	1.471709332	2.773503089	0.258740962	5.687964214	1.29E-08	4.81E-07	n/a	hypothetical protein	PROKKA_05935
PROKKA_05936_sense	2928.876094	-0.34588005	-1.270926016	0.130590314	-2.64858886	0.00808286	0.047820186	pckA	phosphoenolpyruvate carboxykinase	PROKKA_05936
PROKKA_05938_igbot	686.7141374	0.718146141	1.645066769	0.170428389	4.213770628	2.51E-05	0.000399708	n/a	PA-phosphatase-like phosphoesterase	PROKKA_05938
PROKKA_05938_igtop	44.88392009	-1.158156445	-2.231720639	0.310430003	-3.730813498	0.000190862	0.002283505	n/a	PA-phosphatase-like phosphoesterase	PROKKA_05938
PROKKA_05953_sense	54.43484085	-0.794394001	-1.734348714	0.287350024	-2.764551714	0.005700107	0.036570066	n/a	putative adenylate cyclase	PROKKA_05953
PROKKA_05970_igtop	1638.801708	0.511471455	1.425503375	0.143517448	3.563827697	0.000365486	0.003952899	n/a	chromosome segregation ATPase	PROKKA_05970
PROKKA_05972_sense	14441.84172	2.016628502	4.046370718	0.139764011	14.42881105	3.41E-47	1.56E-44	n/a	6S	PROKKA_05972
PROKKA_05974_sense	212.4026712	0.626371716	1.543677858	0.1792194	3.494999514	0.000474063	0.004930479	n/a	hypothetical protein	PROKKA_05974
PROKKA_05975_igbot	3526.822762	1.41067383	2.658613079	0.180651236	7.808824661	5.77E-15	4.72E-13	n/a	EVE domain protein	PROKKA_05975
PROKKA_05985_sense	2348.397125	-0.697422794	-1.621605396	0.134922876	-5.169047789	2.35E-07	6.67E-06	rho	hypothetical protein	PROKKA_05985
PROKKA_05986_igbot	1008.490801	-0.886545118	-1.848743556	0.235634822	-3.762368875	0.000168312	0.002047594	n/a	Pseudomon-Rho	PROKKA_05986
PROKKA_05987_sense	1798.963522	-0.508660762	-1.422728879	0.175093904	-2.90507408	0.003671662	0.026126329	trxA_3	thioredoxin	PROKKA_05987
PROKKA_05988_sense	182.2952741	-0.676049696	-1.597758869	0.200698969	-3.368476175	0.000755849	0.007269065	ppx	exopolyphosphatase	PROKKA_05988
PROKKA_05989_sense	741.3672097	0.43902983	1.355692357	0.158281376	2.773730176	0.005541762	0.035819109	ppk	polyphosphate kinase	PROKKA_05989
PROKKA_05991_igtop	17.01334824	-1.443521265	-2.71983902	0.490721541	-2.941630116	0.003264896	0.023898491	n/a	putative membrane-associated protein	PROKKA_05991
PROKKA_05991_sense	59.17858437	-1.005368559	-2.007456268	0.287155207	-3.501132952	0.000463285	0.004829965	n/a	putative membrane-associated protein	PROKKA_05991
PROKKA_06001_sense	890.1448923	-0.457583692	-1.373239911	0.155214892	-2.948065652	0.003197691	0.02354565	algP	alginate regulatory protein AlgP	PROKKA_06001
PROKKA_06011_sense	225.3132631	-0.496489619	-1.410776666	0.183994781	-2.69838968	0.006967583	0.042691704	argH	argininosuccinate lyase	PROKKA_06011
PROKKA_06013_igbot	450.3725719	0.60818102	1.524336082	0.159910245	3.803264894	0.000142802	0.001769515	n/a	hypothetical protein	PROKKA_06013
PROKKA_06013_igtop	1095.054145	0.773711394	1.70966231	0.159559026	4.849060649	1.24E-06	2.85E-05	n/a	hypothetical protein	PROKKA_06013
PROKKA_06016_igtop	48.74881174	0.951006616	1.93322106	0.325285544	2.923605531	0.003460029	0.025065384	corA	magnesium/cobalt transport protein	PROKKA_06016
PROKKA_06016_sense	134.3844128	-0.9396387	-1.918047834	0.207871834	-4.520279078	6.18E-06	0.000118254	corA	magnesium/cobalt transport protein	PROKKA_06016
PROKKA_06018_sense	27.1796154	-0.996254305	-1.994814099	0.376461874	-2.646361756	0.008136275	0.04800956	n/a	putative ABC-type amino acid transporter	PROKKA_06018
PROKKA_06022_sense	246.1762515	-0.797043144	-1.737536331	0.266797561	-2.987445392	0.002813195	0.021292895	rnk	nucleoside diphosphate kinase regulator	PROKKA_06022
PROKKA_06034_sense	2915.34984	1.746283216	3.354931282	0.144972681	12.04560202	2.05E-33	5.38E-31	n/a	hypothetical protein	PROKKA_06034
PROKKA_06035_igbot	237.8653699	0.864069058	1.820164773	0.198898458	4.344272284	1.40E-05	0.000238932	n/a	secondary thiamine-phosphate synthase enzyme	PROKKA_06035
PROKKA_06035_sense	261.3324587	0.606165015	1.52220748	0.169640976	3.573222868	0.000352614	0.003837613	n/a	secondary thiamine-phosphate synthase enzyme	PROKKA_06035
PROKKA_06040_sense	57.28581588	-1.35005879	-2.549225133	0.285818958	-4.723475299	2.32E-06	5.00E-05	betT1_2	choline transporter BetT	PROKKA_06040
PROKKA_06047_igtop	494.8072332	0.601084074	1.516855938	0.171414385	3.506613953	0.000453847	0.004760181	n/a	xanthine phosphoribosyltransferase	PROKKA_06047
PROKKA_06061_sense	245.7221401	-0.556641469	-1.470841175	0.172196577	-3.232593109	0.001226722	0.010835624	pauC_5	Aldehyde dehydrogenase	PROKKA_06061
PROKKA_06062_sense	22.11377564	-1.30102835	-2.464044567	0.451041233	-2.884499807	0.00392036	0.0275123	gabT2	Transaminase	PROKKA_06062
PROKKA_06064_igbot	85.61416269	-0.855690312	-1.809624432	0.263709641	-3.244819985	0.001175249	0.010444784	rpmG	50S ribosomal protein L33	PROKKA_06064
PROKKA_06065_antis	115.099396	-0.786320793	-1.724670539	0.255672733	-3.075497267	0.002101519	0.016785057	rpmB	50S ribosomal protein L28	PROKKA_06065
PROKKA_06065_igbot	1714.790666	0.432581184	1.349646125	0.153154241	2.824480611	0.004735731	0.031793912	rpmB	50S ribosomal protein L28	PROKKA_06065
PROKKA_06065_sense	29581.06806	0.563042081	1.477381156	0.142138199	3.961229883	7.46E-05	0.00100587	rpmB	50S ribosomal protein L28	PROKKA_06065
PROKKA_06066_igbot	14914.68573	1.046782346	2.065917074	0.140765131	7.436375333	1.03E-13	7.94E-12	n/a	putative binding protein component of ABC dipeptide transporter	PROKKA_06066
PROKKA_06071_sense	493.0404819	-0.521733224	-1.435679007	0.154359452	-3.379988833	0.000724888	0.007017496	algC	phosphomannomutase AlgC	PROKKA_06071
PROKKA_06072_sense	247.1343814	-0.533959828	-1.447897855	0.17655536	-3.024319557	0.002491931	0.019262326	argB	acetylglutamate kinase	PROKKA_06072
PROKKA_06081_igtop	571.8100269	-0.587219319	-1.502348297	0.199482715	-2.943710274	0.003243034	0.023778597	crc	catabolite repression control protein	PROKKA_06081
PROKKA_06085_sense	121.7750182	-0.693884279	-1.617632939	0.213058477	-3.256778553	0.001126843	0.010118257	gmk_2	guanylate kinase	PROKKA_06085
PROKKA_06097_sense	445.8976498	-0.610199339	-1.526470109	0.172817728	-3.530883937	0.000414173	0.004424311	hupB_3	DNA-binding protein HU	PROKKA_06097
PROKKA_06098_igbot	117.6162732	-0.580116474	-1.494969939	0.216132276	-2.684080722	0.007272954	0.04408498	nirB_2	assimilatory nitrite reductase large subunit	PROKKA_06098
PROKKA_06098_sense	69.08040355	-0.752932324	-1.685214604	0.254317451	-2.960600311	0.003070401	0.02270474	nirB_2	assimilatory nitrite reductase large subunit	PROKKA_06098
PROKKA_06111_igtop	20.64613757	-1.211781398	-2.316234623	0.455899953	-2.657998518	0.007860624	0.046861204	n/a	putative metal ion transporter	PROKKA_06111
PROKKA_06117_sense	74.87575957	-0.729670971	-1.658260856	0.261246071	-2.793040935	0.005221508	0.03425973	pstC	membrane protein component of ABC phosphate transporter	PROKKA_06117
PROKKA_06119_igbot	24.80634472	-1.163044694	-2.239295149	0.398211525	-2.920670605	0.003492789	0.025247043	n/a	5S ribosomal RNA	PROKKA_06119
PROKKA_06133_sense	15.35385421	1.731118088	3.319850069	0.511169259	3.38658489	0.000707684	0.006873963	sdaB	L-serine dehydratase	PROKKA_06133
PROKKA_06134_igtop	128.6601434	-0.895343086	-1.860052171	0.240400492	-3.724381262	0.000195795	0.002332863	gbdR_7	GbdR	PROKKA_06134
PROKKA_06161_igtop	123.3809621	-0.61412766	-1.530632206	0.22943125	-2.676739379	0.007434244	0.044944244	n/a	hypothetical protein	PROKKA_06161
PROKKA_06161_sense	149.3708071	-0.762997414	-1.697012761	0.213199027	-3.578803449	0.000345171	0.003770797	n/a	hypothetical protein	PROKKA_06161
PROKKA_06168_sense	38.96343366	1.03689745	2.051810438	0.35696803	2.904734773	0.003675644	0.026133228	n/a	hypothetical protein	PROKKA_06168
PROKKA_06183_igbot	83.11393265	-1.225741127	-2.338755631	0.269001457	-4.556633784	5.20E-06	0.000102008	adhA_3	alcohol dehydrogenase	PROKKA_06183
PROKKA_06185_sense	617.6312185	0.70487124	1.629999182	0.146368264	4.815738211	1.47E-06	3.29E-05	aspA	aspartate ammonia-lyase	PROKKA_06185
PROKKA_06193_igtop	235.8161882	-0.858674952	-1.813372048	0.248028622	-3.461999448	0.000536178	0.005433189	dhcR_10	DhcR transcriptional regulator	PROKKA_06193
PROKKA_06193_sense	56.87042426	-1.60594324	-3.043947002	0.297997666	-5.389113491	7.08E-08	2.26E-06	dhcR_10	DhcR transcriptional regulator	PROKKA_06193
PROKKA_06244_sense	45.38743615	0.876076281	1.835376806	0.309255038	2.832860179	0.004613356	0.031116835	n/a	membrane protein	PROKKA_06244
PROKKA_06247_igbot	63.24458534	1.17049638	2.250891288	0.29654547	3.947105921	7.91E-05	0.001058838	n/a	lysozyme inhibitor	PROKKA_06247
PROKKA_06256_sense	701.0933305	-0.411703152	-1.330255301	0.147013621	-2.800442227	0.005103264	0.03363656	dsbA	thiol:disulfide interchange protein DsbA	PROKKA_06256
PROKKA_06261_sense	284.0474915	-0.486500858	-1.401042635	0.166883149	-2.915218599	0.003554395	0.025501092	polA	DNA polymerase I	PROKKA_06261
PROKKA_06266_igbot	144.1836227	0.854939562	1.808682984	0.249815099	3.422289382	0.000620962	0.006162727	n/a	putative adhesin	PROKKA_06266
PROKKA_06288_sense	62.91842394	-0.718344752	-1.645293256	0.266071822	-2.699815209	0.0069378	0.042559036	n/a	putative acyl-CoA thioester hydrolase	PROKKA_06288
PROKKA_06291_igbot	48.17758845	0.957373301	1.941771312	0.301460799	3.175780416	0.00149434	0.012695305	pauA6	Glutamylpolyamine synthetase	PROKKA_06291
PROKKA_06297_sense	120.3813102	-0.667533316	-1.588354915	0.211786538	-3.151915712	0.001622031	0.013541382	n/a	import inner membrane translocase subunit Tim44	PROKKA_06297
PROKKA_06299_sense	451.088525	-0.600467984	-1.516208317	0.167058006	-3.594368206	0.00032518	0.003583729	pcaT_5	dicarboxylic acid transporter PcaT	PROKKA_06299
PROKKA_06300_igbot	35.26139004	1.359207561	2.56544227	0.356684815	3.810668427	0.000138592	0.001722268	tonB1	TonB1	PROKKA_06300
PROKKA_06300_sense	352.7049654	1.422461837	2.680425127	0.505878483	2.811864675	0.004925522	0.032713613	tonB1	TonB1	PROKKA_06300
PROKKA_06302_antis	26.09103526	1.392939172	2.626131523	0.512897101	2.715825786	0.00661107	0.041314422	n/a	NADH:ubiquinone oxidoreductase 49 kD subunit 7	PROKKA_06302
PROKKA_06302_igtop	82.62682107	-0.763194875	-1.697245047	0.260665837	-2.927866897	0.003412961	0.024792982	n/a	NADH:ubiquinone oxidoreductase 49 kD subunit 7	PROKKA_06302
PROKKA_06310_sense	11.57911582	4.588774036	24.06349075	1.452361008	3.15952715	0.001580254	0.013294977	pyrQ	dihydroorotase	PROKKA_06310
PROKKA_06313_sense	95.33462878	-1.034801176	-2.048831268	0.244650368	-4.229714362	2.34E-05	0.000377252	dctM_4	DctM	PROKKA_06313
PROKKA_06323_antis	80.81204753	1.199399613	2.296440832	0.252614877	4.747937363	2.06E-06	4.47E-05	n/a	2OG-Fe(II) oxygenase	PROKKA_06323
PROKKA_06324_antis	530.4181961	0.620486437	1.537393461	0.157146489	3.948458795	7.87E-05	0.0010545	pyeM_7	PyeM	PROKKA_06324
PROKKA_06324_igbot	40.07981499	2.177693245	4.524295765	0.367418688	5.927007299	3.09E-09	1.34E-07	pyeM_7	PyeM	PROKKA_06324
PROKKA_06325_igbot	25157.38731	0.541941035	1.455930042	0.12594346	4.303050242	1.68E-05	0.000282094	mucD_2	serine protease MucD precursor	PROKKA_06325
PROKKA_06325_sense	194.3194667	0.57373362	1.488370416	0.188975215	3.03602575	0.002397189	0.018618838	mucD_2	serine protease MucD precursor	PROKKA_06325
PROKKA_06332_igtop	599.384524	-0.554672453	-1.468835113	0.171985786	-3.225106368	0.001259259	0.011066677	n/a	hypothetical protein	PROKKA_06332
PROKKA_06333_sense	1498.450799	0.506909794	1.421003191	0.15273537	3.318876257	0.000903805	0.008366704	n/a	YfdX protein	PROKKA_06333
PROKKA_06334_igbot	684.256722	0.463560792	1.378941059	0.166124783	2.790437303	0.005263689	0.034432309	n/a	YfdX protein	PROKKA_06334
PROKKA_06336_igbot	821.6401024	1.3922522	2.62488133	0.169083843	8.234093652	1.81E-16	1.62E-14	ftsH_3	cell division protein FtsH	PROKKA_06336
PROKKA_06340_igbot	242.3662942	0.725446659	1.653412455	0.243275568	2.981995541	0.002863762	0.021525363	n/a	putative helicase	PROKKA_06340
PROKKA_06340_sense	2026.739662	1.225685509	2.338665471	0.224826427	5.451696783	4.99E-08	1.68E-06	n/a	putative helicase	PROKKA_06340
PROKKA_06342_sense	1642.679167	0.46980652	1.384923723	0.161996892	2.90009589	0.003730485	0.02641488	n/a	hypothetical protein	PROKKA_06342
PROKKA_06345_sense	2165.585251	0.518537264	1.43250211	0.158850177	3.26431657	0.001097285	0.009914426	n/a	integrase core domain-containing protein	PROKKA_06345
PROKKA_06347_sense	120.818166	-0.975472426	-1.966284972	0.211587066	-4.610264901	4.02E-06	8.04E-05	glmS_2	glucosamine--fructose-6-phosphate aminotransferase	PROKKA_06347
PROKKA_06348_igbot	51.27567454	-0.926150098	-1.900198452	0.30109461	-3.075943803	0.002098374	0.016785057	glmR	GlmR transcriptional regulator	PROKKA_06348
PROKKA_06352_sense	3224.3313	-0.47256799	-1.387577152	0.136096561	-3.472299287	0.000516021	0.00526584	atpD	ATP synthase beta chain	PROKKA_06352
PROKKA_06353_sense	4761.023644	-0.430627649	-1.347819823	0.153427006	-2.806726526	0.005004771	0.033138461	atpG	ATP synthase gamma chain	PROKKA_06353
PROKKA_06354_antis	14.12141447	-1.709405847	-3.270261148	0.551302058	-3.10067017	0.001930832	0.015681685	atpA	ATP synthase alpha chain	PROKKA_06354
PROKKA_06355_sense	5081.123659	-0.341377924	-1.266966101	0.128868014	-2.64905087	0.008071818	0.047791775	atpH	ATP synthase delta chain	PROKKA_06355
PROKKA_06356_sense	4157.172859	-0.596665661	-1.512217506	0.139540979	-4.275917108	1.90E-05	0.000315098	atpF	ATP synthase B chain	PROKKA_06356
PROKKA_06357_antis	55.49902733	-1.943341444	-3.845953831	0.338962738	-5.733200814	9.86E-09	3.84E-07	atpE	atp synthase C chain	PROKKA_06357
PROKKA_06357_igbot	264.6521063	-0.740089015	-1.670278893	0.202753022	-3.650199674	0.000262037	0.002978905	atpE	atp synthase C chain	PROKKA_06357
PROKKA_06357_sense	2104.573192	-0.449195622	-1.36527883	0.166846804	-2.69226387	0.007096877	0.043289952	atpE	atp synthase C chain	PROKKA_06357
PROKKA_06358_igbot	839.17803	-0.54879731	-1.462865683	0.190706579	-2.877705187	0.004005793	0.027976046	atpB	ATP synthase A chain	PROKKA_06358
PROKKA_06359_antis	29.77917658	-1.077419334	-2.110257913	0.405406469	-2.657627385	0.007869284	0.046880614	atpI	ATP synthase protein I	PROKKA_06359
PROKKA_06360_sense	341.9478386	0.478643153	1.393432534	0.167464725	2.85817298	0.00426088	0.029285956	spoOJ_1	chromosome partitioning protein Spo0J	PROKKA_06360
PROKKA_06367_antis	16.12393035	-2.047035517	-4.132559286	0.550105584	-3.721168405	0.000198303	0.002353053	rnpA	ribonuclease P protein component	PROKKA_06367
PROKKA_06367_igbot	232.6580175	-0.73011258	-1.658768528	0.173331473	-4.212233166	2.53E-05	0.000401702	rnpA	ribonuclease P protein component	PROKKA_06367
PROKKA_06367_sense	1034.502842	-0.671226919	-1.592426648	0.20007164	-3.354932857	0.000793842	0.007575126	rnpA	ribonuclease P protein component	PROKKA_06367
PROKKA_06376_igbot	153.4685855	0.57880422	1.493610754	0.196122974	2.95123109	0.0031651	0.023345305	n/a	hypothetical protein	PROKKA_06376
PROKKA_06377_igtop	187.9973504	1.044888082	2.063206298	0.22487385	4.646552194	3.38E-06	6.91E-05	n/a	hypothetical protein	PROKKA_06377
PROKKA_06377_sense	105.0569177	1.204787154	2.305032598	0.22012111	5.473292188	4.42E-08	1.50E-06	n/a	hypothetical protein	PROKKA_06377
PROKKA_06379_sense	61.69306182	0.890066283	1.853261268	0.276527829	3.218722276	0.001287631	0.011249188	n/a	hypothetical protein	PROKKA_06379
PROKKA_06381_sense	83.81386901	0.659050672	1.579043233	0.237113942	2.779468243	0.005444798	0.03532399	spoOJ_2	chromosome partitioning protein Spo0J	PROKKA_06381
PROKKA_06384_sense	115.5186095	0.789220387	1.728140346	0.221339617	3.565653526	0.000362951	0.003935292	n/a	hypothetical protein	PROKKA_06384
PROKKA_06385_sense	72.21507273	0.797307461	1.737854695	0.259166087	3.076434384	0.002094924	0.016778736	n/a	PRTRC system protein B	PROKKA_06385
PROKKA_06386_sense	107.3640238	0.971067319	1.960290299	0.230829527	4.206859191	2.59E-05	0.000409123	n/a	PRTRC system ThiF family protein	PROKKA_06386
PROKKA_06390_antis	532.0269979	0.859733619	1.814703211	0.152716644	5.629599985	1.81E-08	6.67E-07	dnaN_2	"DNA polymerase III	PROKKA_06390
PROKKA_06391_sense	157.335129187099	0.854849593011565	0.206660591865522	4.13649058727089	3.52657814118488e-05	0.000529230775028333	rpoS_2	sigma factor RpoS"""	PROKKA_06391
PROKKA_06393_igbot	54.15386604	0.812346988	1.756065902	0.283117114	2.869296653	0.004113858	0.028488074	n/a	hypothetical protein	PROKKA_06393
